Time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
30600,22.3800600208737,22.5658326540958,22.2055864070814,21.5971123508689,20.9918799890938,20.5309130200654,20.2448257066466,20.0970207712402,20.0329349581504,20.009546569212,20.002356046057
31500,22.2555194224369,22.5315406677632,22.2380824198349,21.6627943873041,21.0605712416287,20.5845451034776,20.2785524750994,20.1145407494724,20.0405268369028,20.0123016445247,20.0031946613705
32400,22.1213203435596,22.4869131249731,22.2624896502676,21.7241200262152,21.1285027941301,20.6397143071655,20.3145385820528,20.1339603756994,20.0492969110124,20.0156318925163,20.0042600467506
33300,21.9780374453002,22.4321048844582,22.2786069277631,21.7806811407556,21.1952490788872,20.696130689859,20.3526804418597,20.1553125705111,20.0593279462978,20.0196088032129,20.0055938046122
34200,21.8262842870262,22.3673174465226,22.2862756235981,21.8320974635688,21.2603907250073,20.753490729614,20.3928525680273,20.1786130844975,20.0706959299567,20.024304860662,20.0072410492122
35100,21.6667106990588,22.2927977882986,22.2853797511888,21.8780179292048,21.3235169661753,20.8114798374507,20.4349088518138,20.203860099162,20.0834688294025,20.0297925550087,20.0092500687477
36000,21.5,22.2088370393332,22.2758459367185,21.9181218797219,21.384227898143,20.8697748145177,20.4786839665326,20.231034041538,20.0977054735423,20.0361433725136,20.0116719069603
36900,21.326866070657,22.1157689984694,22.2576432550431,21.9521201345338,21.4421365920739,20.9280462453504,20.5239948735035,20.2600975971211,20.1134545659537,20.0434267825403,20.0145598727199
37800,21.1480502970953,22.0139684943819,22.2307829268737,21.979755924703,21.4968710685601,20.9859608213434,20.5706424084272,20.2909959051601,20.1307538360072,20.0517092389276,20.0179689873475
38700,20.9643183959095,21.9038495933956,22.195317874305,22.0008056913257,21.5480761359912,21.0431835896811,20.6184129294855,20.3236569202168,20.1496293310497,20.0610532113571,20.0219553803091
39600,20.7764571353076,21.7858636593623,22.1513421327995,22.0150797473221,21.5954150959796,21.099380123796,20.6670800106941,20.3579919241074,20.1700948502782,20.0715162604044,20.0265756444092
40500,20.5852709660484,21.6604972714188,22.0989901187437,22.0224228018163,21.6385713177399,21.154218611999,20.7164061659757,20.3938961727683,20.192151518877,20.0831501680207,20.0318861617735
41400,20.3915785766602,21.5282700064117,22.0384357526605,22.0227143463052,21.6772496826628,21.2073718613338,20.7661445910952,20.4312496631742,20.2157874993049,20.0960001332808,20.0379424117881
42300,20.1962093876904,21.3897320936414,21.9698914390972,22.0158689019598,21.7111778998066,21.2585192139861,20.8160409120462,20.4699180061219,20.2409778352744,20.110104041401,20.0447982718139
