Time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
0,20,20,20,20,20,20,20,20,20,20,20
900,20.1962093876904,20.0005111505989,20.0000000248795,20.0000000000001,20,20,20,20,20,20,20
1800,20.3915785766602,20.0085826284328,20.0000209654721,20.000000005472,20.0000000000003,20.0000000000001,20.0000000000001,20.0000000000001,20.0000000000001,20,20.0000000000001
2700,20.5852709660484,20.0301183271877,20.0003554114386,20.0000008545028,20.0000000004294,20.0000000000002,20.0000000000001,20.0000000000001,20.0000000000001,20.0000000000001,20.0000000000001
3600,20.7764571353076,20.0645128004737,20.0017875354109,20.0000147347841,20.0000000352483,20.0000000000253,20.0000000000001,20.0000000000001,20.0000000000001,20.0000000000001,20.0000000000001
4500,20.9643183959095,20.109742418884,20.00521783783,20.0000939522867,20.0000006157284,20.0000000014706,20.0000000000015,20.0000000000002,20.0000000000002,20.0000000000002,20.0000000000002
5400,21.1480502970953,20.1638550706781,20.0113400313206,20.0003504524947,20.0000046353612,20.0000000259335,20.0000000000621,20.0000000000003,20.0000000000002,20.0000000000002,20.0000000000002
6300,21.326866070657,20.2251871671252,20.0205820201409,20.0009457219406,20.0000209735696,20.0000002206083,20.0000000011,20.0000000000029,20.0000000000002,20.0000000000002,20.0000000000002
7200,21.5,20.2923390482642,20.0331520189241,20.0020653576415,20.0000680838485,20.0000011644653,20.0000000102719,20.0000000000472,20.0000000000004,20.0000000000003,20.0000000000003
8100,21.6667106990588,20.3641176852611,20.0490990915674,20.0038951404589,20.0001757464091,20.0000044205093,20.0000000614391,20.0000000004719,20.0000000000023,20.0000000000003,20.0000000000003
9000,21.8262842870262,20.4394867554884,20.0683624795699,20.0066047948139,20.0003845597357,20.0000132336373,20.000000266403,20.0000000031275,20.0000000000218,20.0000000000004,20.0000000000003
9900,21.9780374453002,20.5175290941107,20.090806970887,20.0103391581609,20.0007437960286,20.0000331909402,20.0000009087607,20.0000000151934,20.0000000001554,20.0000000000013,20.0000000000004
10800,22.1213203435596,20.597419590495,20.1162471426168,20.0152146160605,20.0013084914993,20.0000726870885,20.0000025795507,20.0000000581448,20.0000000008314,20.0000000000079,20.0000000000004
11700,22.2555194224369,20.678405847504,20.1444637511783,20.0213187558712,20.0021364500597,20.0001431187583,20.000006340052,20.000000184554,20.0000000035208,20.0000000000444,20.0000000000008
12600,22.3800600208737,20.7597944105621,20.1752148265168,20.0287117731927,20.0032855552717,20.0002588094854,20.0000138891881,20.0000005044679,20.0000000123586,20.0000000002045,20.0000000000027
13500,22.4944088369076,20.840940966034,20.2082432567364,20.0374287060527,20.0048115599624,20.0004367139573,20.0000277127443,20.0000012213777,20.0000000372418,20.0000000007848,20.0000000000119
